Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
IMG  (119).jpg,blast,66.41454545454545,62.094990307111516,162.4261616161616,267.04734210794817,0.3870392332299597,0.35861229678083867,0.38856952289764424,0.32739336496670257,3.14020202020202,3.2444648505254565,4.206767676767678,5.627486991123355,6.366512546075466,6.424829498248515,6.37865085444203,6.547764628716084,0.0038437404346495256,0.00353506048812341,0.004201285583103765,0.0034596177429469027,0.06199790669570647,0.05945637466347414,0.06481732471418243,0.05881851530723045,0.9778034288586253,0.9793953975892098,0.9461343790754512,0.9113860421771958
IMG  (120).jpg,blast,162.4261616161616,267.04734210794817,66.41454545454545,62.094990307111516,0.38856952289764424,0.32739336496670257,0.3870392332299597,0.35861229678083867,4.206767676767678,5.627486991123355,3.14020202020202,3.2444648505254565,6.37865085444203,6.547764628716084,6.366512546075466,6.424829498248515,0.004201285583103765,0.0034596177429469027,0.0038437404346495256,0.00353506048812341,0.06481732471418243,0.05881851530723045,0.06199790669570647,0.05945637466347414,0.9461343790754512,0.9113860421771958,0.9778034288586253,0.9793953975892098
IMG  (121).jpg,blast,49.97333333333333,127.09305172941536,236.4779797979798,362.16365676971736,0.43259480438178743,0.40136684732508066,0.4782945971970037,0.4014036477928581,2.776969696969697,3.765840220385675,4.4818181818181815,5.794306703397613,5.76404769233442,5.830055735904103,5.7034215761766625,5.87367069364795,0.00570509131721253,0.005256361620740024,0.006657111519232732,0.005321867826621516,0.07553205489864903,0.07250076979412028,0.08159112402236368,0.07295113314144967,0.9846608616484449,0.9613139948470718,0.9280212514256297,0.8897600179567442
IMG  (122).jpg,blast,236.4779797979798,362.16365676971736,49.97333333333333,127.09305172941536,0.4782945971970037,0.4014036477928581,0.43259480438178743,0.40136684732508066,4.4818181818181815,5.794306703397613,2.776969696969697,3.765840220385675,5.7034215761766625,5.87367069364795,5.76404769233442,5.830055735904103,0.006657111519232732,0.005321867826621516,0.00570509131721253,0.005256361620740024,0.08159112402236368,0.07295113314144967,0.07553205489864903,0.07250076979412028,0.9280212514256297,0.8897600179567442,0.9846608616484449,0.9613139948470718
IMG  (123).jpg,blast,96.05666666666667,25.439649015406594,171.29616161616164,360.48076726864605,0.5003186187792567,0.47020768809973984,0.5486827933429862,0.4542021867834049,3.0441414141414143,2.2128354249566367,3.6826262626262625,5.65554535251505,4.62086578738575,4.649658530506742,4.5421486797303405,4.744201456119449,0.026766421793694522,0.024120025233084198,0.0314243648607285,0.023666572381453057,0.16360446752364227,0.155306230503107,0.17726918756718127,0.153839437016173,0.9539263028379347,0.9879068383196231,0.9185419282142215,0.8286413211509236
IMG  (124).jpg,blast,171.29616161616164,360.48076726864605,96.05666666666667,25.439649015406594,0.5486827933429862,0.4542021867834049,0.5003186187792567,0.47020768809973984,3.6826262626262625,5.65554535251505,3.0441414141414143,2.2128354249566367,4.5421486797303405,4.744201456119449,4.62086578738575,4.649658530506742,0.0314243648607285,0.023666572381453057,0.026766421793694522,0.024120025233084198,0.17726918756718127,0.153839437016173,0.16360446752364227,0.155306230503107,0.9185419282142215,0.8286413211509236,0.9539263028379347,0.9879068383196231
IMG  (125).jpg,blast,69.58565656565658,7.9757167635955515,65.09959595959596,148.12039587797162,0.4085928531129463,0.4181985248542554,0.4658926435462445,0.38263789612315374,3.1004040404040407,1.862258953168044,2.8577777777777778,4.37751249872462,5.613456507980075,5.575902951152465,5.5062628081391125,5.705732259830006,0.007167753290480564,0.006863842792767794,0.00843029792878278,0.006663795116117544,0.0846625849503815,0.08284831194881277,0.09181665387489776,0.08163207161476146,0.9327800109654121,0.9923149360370781,0.9369419072255852,0.8571649870288395
IMG  (126).jpg,blast,65.09959595959596,148.12039587797162,69.58565656565658,7.9757167635955515,0.4658926435462445,0.38263789612315374,0.4085928531129463,0.4181985248542554,2.8577777777777778,4.37751249872462,3.1004040404040407,1.862258953168044,5.5062628081391125,5.705732259830006,5.613456507980075,5.575902951152465,0.00843029792878278,0.006663795116117544,0.007167753290480564,0.006863842792767794,0.09181665387489776,0.08163207161476146,0.0846625849503815,0.08284831194881277,0.9369419072255852,0.8571649870288395,0.9327800109654121,0.9923149360370781
IMG  (127).jpg,blast,29.94,48.06968676665647,106.36747474747474,170.98030813182328,0.4622906739411602,0.4370557924310709,0.5241045541856935,0.4349161713786306,2.1555555555555554,2.462911947760433,2.7505050505050503,3.6786042240587697,5.818382347366571,5.865006790540489,5.68937686071958,5.897528254945314,0.004626920722375269,0.004338493973132368,0.0055230435669829615,0.0043137489192777295,0.06802147250960736,0.06586724507015887,0.07431718217870589,0.06567913610331465,0.9706934634950396,0.9533202111050572,0.8973468444253327,0.8339625076846535
IMG  (128).jpg,blast,106.36747474747474,170.98030813182328,29.94,48.06968676665647,0.5241045541856935,0.4349161713786306,0.4622906739411602,0.4370557924310709,2.7505050505050503,3.6786042240587697,2.1555555555555554,2.462911947760433,5.68937686071958,5.897528254945314,5.818382347366571,5.865006790540489,0.0055230435669829615,0.0043137489192777295,0.004626920722375269,0.004338493973132368,0.07431718217870589,0.06567913610331465,0.06802147250960736,0.06586724507015887,0.8973468444253327,0.8339625076846535,0.9706934634950396,0.9533202111050572
IMG  (129).jpg,blast,222.09959595959597,35.46321803897561,134.12464646464647,437.0588715437201,0.369022944391307,0.4079563786345387,0.4361969690723833,0.333683249198678,5.199999999999999,2.5720844811753905,4.051313131313131,7.828180797877768,6.912054822021204,6.75933831937561,6.744580919909646,7.064053544017051,0.0025810784613814917,0.002450509866265216,0.0031917406387103357,0.0023221884921216774,0.05080431538148597,0.049502624842175956,0.05649549219814211,0.0481890910074228,0.9390029250847444,0.9902599302520397,0.9629608977670175,0.8799556237111221
IMG  (130).jpg,blast,134.12464646464647,437.0588715437201,222.09959595959597,35.46321803897561,0.4361969690723833,0.333683249198678,0.369022944391307,0.4079563786345387,4.051313131313131,7.828180797877768,5.199999999999999,2.5720844811753905,6.744580919909646,7.064053544017051,6.912054822021204,6.75933831937561,0.0031917406387103357,0.0023221884921216774,0.0025810784613814917,0.002450509866265216,0.05649549219814211,0.0481890910074228,0.05080431538148597,0.049502624842175956,0.9629608977670175,0.8799556237111221,0.9390029250847444,0.9902599302520397
IMG  (131).jpg,blast,232.07070707070713,32.91980410162228,152.40010101010103,464.96163656769716,0.4522392017547975,0.4654973802223904,0.5133452516766965,0.4061219535280687,4.717575757575759,2.242526272829303,3.7631313131313133,7.2865013774104685,6.32441361633745,6.254477750730226,6.170796157513541,6.457666879592875,0.004879027650239773,0.004408856538973132,0.005953678196102439,0.004247441127722361,0.0698500368664167,0.066399220921432,0.07716008162322302,0.06517239544256725,0.9302146508304591,0.990120234865281,0.9539931530710463,0.8604568205660401
IMG  (132).jpg,blast,152.40010101010103,464.96163656769716,232.07070707070713,32.91980410162228,0.5133452516766965,0.4061219535280687,0.4522392017547975,0.4654973802223904,3.7631313131313133,7.2865013774104685,4.717575757575759,2.242526272829303,6.170796157513541,6.457666879592875,6.32441361633745,6.254477750730226,0.005953678196102439,0.004247441127722361,0.004879027650239773,0.004408856538973132,0.07716008162322302,0.06517239544256725,0.0698500368664167,0.066399220921432,0.9539931530710463,0.8604568205660401,0.9302146508304591,0.990120234865281
IMG  (133).jpg,blast,18.900505050505053,109.7761452912968,151.48757575757577,197.71951841648809,0.45084674254041995,0.40170196545796566,0.4951130683291744,0.39320108035517654,2.1007070707070707,3.7139067442097744,3.8037373737373734,4.684521987552291,6.402932052054291,6.590273593153411,6.405480331343833,6.630078459213495,0.0037106978879706157,0.003183554759924518,0.004128716457504337,0.003108736626961422,0.06091549792926768,0.056422998501714866,0.06425508896192064,0.05575604565391472,0.9923927723170327,0.9561168681684488,0.939919978500171,0.9209634290441792
IMG  (134).jpg,blast,151.48757575757577,197.71951841648809,18.900505050505053,109.7761452912968,0.4951130683291744,0.39320108035517654,0.45084674254041995,0.40170196545796566,3.8037373737373734,4.684521987552291,2.1007070707070707,3.7139067442097744,6.405480331343833,6.630078459213495,6.402932052054291,6.590273593153411,0.004128716457504337,0.003108736626961422,0.0037106978879706157,0.003183554759924518,0.06425508896192064,0.05575604565391472,0.06091549792926768,0.056422998501714866,0.939919978500171,0.9209634290441792,0.9923927723170327,0.9561168681684488
IMG  (135).jpg,blast,21.40111111111111,198.31547801244773,228.31363636363636,259.1802877257422,0.36236935164590844,0.3066883183024714,0.3326183243402021,0.28639170383021084,2.6508080808080807,5.365166819712274,5.529999999999999,6.133863891439647,6.300335857650251,6.456371297751328,6.400920494123124,6.5208187837936755,0.004062289562289562,0.0038243340194594397,0.00420633608815427,0.0035523830668420108,0.06373609308931293,0.061841200016327626,0.06485627254286412,0.05960187133674589,0.9931897311262677,0.9373669027839796,0.9279946729937874,0.9181446807627528
IMG  (136).jpg,blast,228.31363636363636,259.1802877257422,21.40111111111111,198.31547801244773,0.3326183243402021,0.28639170383021084,0.36236935164590844,0.3066883183024714,5.529999999999999,6.133863891439647,2.6508080808080807,5.365166819712274,6.400920494123124,6.5208187837936755,6.300335857650251,6.456371297751328,0.00420633608815427,0.0035523830668420108,0.004062289562289562,0.0038243340194594397,0.06485627254286412,0.05960187133674589,0.06373609308931293,0.061841200016327626,0.9279946729937874,0.9181446807627528,0.9931897311262677,0.9373669027839796
IMG  (137).jpg,blast,37.20777777777778,131.17906336088154,167.18565656565656,205.08713396592182,0.5314691170470608,0.4891035167078416,0.5560027391922072,0.47844596625114155,2.5871717171717172,4.185083154780124,4.418787878787878,5.0601979389858185,4.877283961473638,4.988765571261583,4.869383258675109,5.040228872405316,0.022004244464850525,0.01959741639984534,0.024793464952555862,0.01895157778138179,0.14833827713995645,0.1399907725524984,0.15745940731679345,0.1376647296201238,0.9855237381082649,0.949385248718089,0.9354416097700493,0.92086891084591
IMG  (138).jpg,blast,167.18565656565656,205.08713396592182,37.20777777777778,131.17906336088154,0.5560027391922072,0.47844596625114155,0.5314691170470608,0.4891035167078416,4.418787878787878,5.0601979389858185,2.5871717171717172,4.185083154780124,4.869383258675109,5.040228872405316,4.877283961473638,4.988765571261583,0.024793464952555862,0.01895157778138179,0.022004244464850525,0.01959741639984534,0.15745940731679345,0.1376647296201238,0.14833827713995645,0.1399907725524984,0.9354416097700493,0.92086891084591,0.9855237381082649,0.949385248718089
